YEAR,REGION,STATE,EDUC,EDUC_COUNTS
2012,32,Mississippi,3,950
2012,32,Mississippi,4,1152
2012,32,Mississippi,5,1305
2012,32,Mississippi,6,9015
2012,32,Mississippi,7,4018
2012,32,Mississippi,8,1763
2012,32,Mississippi,10,2616
2012,32,Mississippi,11,1644
2012,32,Tennessee,0,3932
2012,32,Tennessee,1,4932
2012,32,Tennessee,2,5165
2012,32,Tennessee,3,1704
2012,32,Tennessee,4,2125
2012,32,Tennessee,5,2317
2012,32,Tennessee,6,21718
2012,32,Tennessee,7,7813
2012,32,Tennessee,8,3024
2012,32,Tennessee,10,7324
2012,32,Tennessee,11,4222
2012,33,Arkansas,0,1885
2012,33,Arkansas,1,2325
2012,33,Arkansas,2,2282
2012,33,Arkansas,3,793
2012,33,Arkansas,4,989
2012,33,Arkansas,5,1131
2012,33,Arkansas,6,10672
2012,33,Arkansas,7,3682
2012,33,Arkansas,8,1349
2012,33,Arkansas,10,2722
2012,33,Arkansas,11,1394
2012,33,Louisiana,0,2779
2012,33,Louisiana,1,3733
2012,33,Louisiana,2,3767
2012,33,Louisiana,3,1412
2012,33,Louisiana,4,1678
2012,33,Louisiana,5,1822
2012,33,Louisiana,6,14782
2012,33,Louisiana,7,5661
2012,33,Louisiana,8,1709
2012,33,Louisiana,10,4720
2012,33,Louisiana,11,2545
2012,33,Oklahoma,0,2506
2012,33,Oklahoma,1,3269
2012,33,Oklahoma,2,2958
2012,33,Oklahoma,3,1108
2012,33,Oklahoma,4,1274
2012,33,Oklahoma,5,1395
2012,33,Oklahoma,6,12338
2012,33,Oklahoma,7,4927
2012,33,Oklahoma,8,1847
2012,33,Oklahoma,10,3634
2012,33,Oklahoma,11,1840
2012,33,Texas,0,19248
2012,33,Texas,1,23932
2012,33,Texas,2,23302
2012,33,Texas,3,8013
2012,33,Texas,4,7521
2012,33,Texas,5,8310
2012,33,Texas,6,67836
2012,33,Texas,7,32210
2012,33,Texas,8,11459
2012,33,Texas,10,31217
2012,33,Texas,11,16107
2012,41,Arizona,0,4931
2012,41,Arizona,1,5441
2012,41,Arizona,2,5412
2012,41,Arizona,3,1675
2012,41,Arizona,4,1897
2012,41,Arizona,5,2162
2012,41,Arizona,6,18087
2012,41,Arizona,7,9526
2012,41,Arizona,8,3907
2012,41,Arizona,10,8065
2012,41,Arizona,11,4842
2012,41,Colorado,0,3265
2012,41,Colorado,1,4203
2012,41,Colorado,2,3411
2012,41,Colorado,3,1084
2012,41,Colorado,4,1137
2012,41,Colorado,5,1331
2012,41,Colorado,6,12840
2012,41,Colorado,7,6879
2012,41,Colorado,8,3090
2012,41,Colorado,10,8889
2012,41,Colorado,11,5193
2012,41,Idaho,0,1137
2012,41,Idaho,1,1277
2012,41,Idaho,2,1152
2012,41,Idaho,3,352
2012,41,Idaho,4,416
2012,41,Idaho,5,472
2012,41,Idaho,6,4711
2012,41,Idaho,7,2254
2012,41,Idaho,8,930
2012,41,Idaho,10,1747
2012,41,Idaho,11,845
2012,41,Montana,0,583
2012,41,Montana,1,741
2012,41,Montana,2,681
2012,41,Montana,3,236
2012,41,Montana,4,254
2012,41,Montana,5,264
2012,41,Montana,6,3276
2012,41,Montana,7,1479
2012,41,Montana,8,618
2012,41,Montana,10,1385
2012,41,Montana,11,637
2012,41,Nevada,0,1953
2012,41,Nevada,1,2143
2012,41,Nevada,2,1927
2012,41,Nevada,3,635
2012,41,Nevada,4,759
2012,41,Nevada,5,964
2012,41,Nevada,6,8254
2012,41,Nevada,7,3932
2012,41,Nevada,8,1500
2012,41,Nevada,10,3017
2012,41,Nevada,11,1642
2012,41,New Mexico,0,1433
2012,41,New Mexico,1,1678
2012,41,New Mexico,2,1641
2012,41,New Mexico,3,589
2012,41,New Mexico,4,621
2012,41,New Mexico,5,780
2012,41,New Mexico,6,5479
2012,41,New Mexico,7,2876
2012,41,New Mexico,8,1127
2012,41,New Mexico,10,1968
2012,41,New Mexico,11,1579
2012,41,Utah,0,2518
2012,41,Utah,1,3072
2012,41,Utah,2,2127
2012,41,Utah,3,639
2012,41,Utah,4,649
2012,41,Utah,5,834
2012,41,Utah,6,7013
2012,41,Utah,7,4005
2012,41,Utah,8,1857
2012,41,Utah,10,3636
2012,41,Utah,11,1849
2012,41,Wyoming,0,342
2012,41,Wyoming,1,502
2012,41,Wyoming,2,400
2012,41,Wyoming,3,127
2012,41,Wyoming,4,147
2012,41,Wyoming,5,155
2012,41,Wyoming,6,1881
2012,41,Wyoming,7,827
2012,41,Wyoming,8,405
2012,41,Wyoming,10,701
2012,41,Wyoming,11,337
2012,42,Alaska,0,630
2012,42,Alaska,1,723
2012,42,Alaska,2,595
2012,42,Alaska,3,151
2012,42,Alaska,4,219
2012,42,Alaska,5,247
2012,42,Alaska,6,2107
2012,42,Alaska,7,998
2012,42,Alaska,8,322
2012,42,Alaska,10,604
2012,42,Alaska,11,350
2012,42,California,0,27897
2012,42,California,1,32827
2012,42,California,2,33111
2012,42,California,3,10313
2012,42,California,4,9202
2012,42,California,5,12016
2012,42,California,6,89190
2012,42,California,7,50101
2012,42,California,8,21238
2012,42,California,10,52033
2012,42,California,11,30119
2012,42,Hawaii,0,923
2012,42,Hawaii,1,1030
2012,42,Hawaii,2,922
2012,42,Hawaii,3,259
2012,42,Hawaii,4,314
2012,42,Hawaii,5,330
2012,42,Hawaii,6,4259
2012,42,Hawaii,7,1980
2012,42,Hawaii,8,1025
2012,42,Hawaii,10,2017
2012,42,Hawaii,11,1095
2012,42,Oregon,0,2299
2012,42,Oregon,1,2790
2012,42,Oregon,2,2381
2012,42,Oregon,3,740
2012,42,Oregon,4,847
2012,42,Oregon,5,1066
2012,42,Oregon,6,11532
2012,42,Oregon,7,5851
2012,42,Oregon,8,2415
2012,42,Oregon,10,5503
2012,42,Oregon,11,3343
2012,42,Washington,0,4427
2012,42,Washington,1,5334
2012,42,Washington,2,4581
2012,42,Washington,3,1367
2012,42,Washington,4,1631
2012,42,Washington,5,1905
2012,42,Washington,6,19004
2012,42,Washington,7,9681
2012,42,Washington,8,5143
2012,42,Washington,10,10487
2012,42,Washington,11,5741
2013,11,Connecticut,0,1872
2013,11,Connecticut,1,2910
2013,11,Connecticut,2,2443
2013,11,Connecticut,3,764
2013,11,Connecticut,4,883
2013,11,Connecticut,5,914
2013,11,Connecticut,6,9797
2013,11,Connecticut,7,4062
2013,11,Connecticut,8,1919
2013,11,Connecticut,10,5989
2013,11,Connecticut,11,4829
2013,11,Maine,0,607
2013,11,Maine,1,756
2013,11,Maine,2,764
2013,11,Maine,3,265
2013,11,Maine,4,326
2013,11,Maine,5,299
2013,11,Maine,6,4681
2013,11,Maine,7,1661
2013,11,Maine,8,957
2013,11,Maine,10,1708
2013,11,Maine,11,958
2013,11,Massachusetts,0,3785
2013,11,Massachusetts,1,5254
2013,11,Massachusetts,2,4319
2013,11,Massachusetts,3,1359
2013,11,Massachusetts,4,1547
2013,11,Massachusetts,5,1598
2013,11,Massachusetts,6,17923
2013,11,Massachusetts,7,7528
2013,11,Massachusetts,8,3908
2013,11,Massachusetts,10,11922
2013,11,Massachusetts,11,9582
2013,11,New Hampshire,0,653
2013,11,New Hampshire,1,927
2013,11,New Hampshire,2,786
2013,11,New Hampshire,3,272
2013,11,New Hampshire,4,303
2013,11,New Hampshire,5,314
2013,11,New Hampshire,6,4040
2013,11,New Hampshire,7,1638
2013,11,New Hampshire,8,959
2013,11,New Hampshire,10,2256
2013,11,New Hampshire,11,1399
2013,11,Rhode Island,0,633
2013,11,Rhode Island,1,731
2013,11,Rhode Island,2,619
2013,11,Rhode Island,3,262
2013,11,Rhode Island,4,303
2013,11,Rhode Island,5,295
2013,11,Rhode Island,6,2988
2013,11,Rhode Island,7,1296
2013,11,Rhode Island,8,695
2013,11,Rhode Island,10,1716
2013,11,Rhode Island,11,1080
2013,11,Vermont,0,313
2013,11,Vermont,1,381
2013,11,Vermont,2,367
2013,11,Vermont,3,124
2013,11,Vermont,4,152
2013,11,Vermont,5,173
2013,11,Vermont,6,2040
2013,11,Vermont,7,760
2013,11,Vermont,8,386
2013,11,Vermont,10,1012
2013,11,Vermont,11,680
2013,12,New Jersey,0,5089
2013,12,New Jersey,1,7356
2013,12,New Jersey,2,6339
2013,12,New Jersey,3,1893
2013,12,New Jersey,4,2049
2013,12,New Jersey,5,2412
2013,12,New Jersey,6,24965
2013,12,New Jersey,7,9082
2013,12,New Jersey,8,4324
2013,12,New Jersey,10,15411
2013,12,New Jersey,11,9590
2013,12,New York,0,12732
2013,12,New York,1,14709
2013,12,New York,2,14139
2013,12,New York,3,4417
2013,12,New York,4,5054
2013,12,New York,5,5644
2013,12,New York,6,55630
2013,12,New York,7,21307
2013,12,New York,8,13394
2013,12,New York,10,27817
2013,12,New York,11,21322
2013,12,Pennsylvania,0,7217
2013,12,Pennsylvania,1,8919
2013,12,Pennsylvania,2,8167
2013,12,Pennsylvania,3,2810
2013,12,Pennsylvania,4,3569
2013,12,Pennsylvania,5,3744
2013,12,Pennsylvania,6,47373
2013,12,Pennsylvania,7,12590
2013,12,Pennsylvania,8,7940
2013,12,Pennsylvania,10,15933
2013,12,Pennsylvania,11,10120
2013,21,Illinois,0,7774
2013,21,Illinois,1,10323
2013,21,Illinois,2,9397
2013,21,Illinois,3,2820
2013,21,Illinois,4,3359
2013,21,Illinois,5,3701
2013,21,Illinois,6,38579
2013,21,Illinois,7,15307
2013,21,Illinois,8,7540
2013,21,Illinois,10,18162
2013,21,Illinois,11,11108
2013,21,Indiana,0,4227
2013,21,Indiana,1,5267
2013,21,Indiana,2,4840
2013,21,Indiana,3,1635
2013,21,Indiana,4,2145
2013,21,Indiana,5,2185
2013,21,Indiana,6,23288
2013,21,Indiana,7,7902
2013,21,Indiana,8,3923
2013,21,Indiana,10,6987
2013,21,Indiana,11,3964
2013,21,Michigan,0,5842
2013,21,Michigan,1,7322
2013,21,Michigan,2,6368
2013,21,Michigan,3,2226
2013,21,Michigan,4,2822
2013,21,Michigan,5,3150
2013,21,Michigan,6,32706
2013,21,Michigan,7,13301
2013,21,Michigan,8,6855
2013,21,Michigan,10,11660
2013,21,Michigan,11,7189
2013,21,Ohio,0,6919
2013,21,Ohio,1,8956
2013,21,Ohio,2,7867
2013,21,Ohio,3,2654
2013,21,Ohio,4,3431
2013,21,Ohio,5,3772
2013,21,Ohio,6,41418
2013,21,Ohio,7,13882
2013,21,Ohio,8,7119
2013,21,Ohio,10,13919
2013,21,Ohio,11,8286
2013,21,Wisconsin,0,3292
2013,21,Wisconsin,1,4423
2013,21,Wisconsin,2,3957
2013,21,Wisconsin,3,1100
2013,21,Wisconsin,4,1401
2013,21,Wisconsin,5,1646
2013,21,Wisconsin,6,20539
2013,21,Wisconsin,7,6925
2013,21,Wisconsin,8,4522
2013,21,Wisconsin,10,7256
2013,21,Wisconsin,11,3495
2013,22,Iowa,0,1789
2013,22,Iowa,1,2605
2013,22,Iowa,2,2179
2013,22,Iowa,3,608
2013,22,Iowa,4,700
2013,22,Iowa,5,815
2013,22,Iowa,6,11391
2013,22,Iowa,7,3947
2013,22,Iowa,8,2490
2013,22,Iowa,10,3766
2013,22,Iowa,11,1527
2013,22,Kansas,0,1872
2013,22,Kansas,1,2508
2013,22,Kansas,2,2089
2013,22,Kansas,3,617
2013,22,Kansas,4,738
2013,22,Kansas,5,819
2013,22,Kansas,6,9087
2013,22,Kansas,7,3880
2013,22,Kansas,8,1773
2013,22,Kansas,10,3889
2013,22,Kansas,11,2097
2013,22,Minnesota,0,3232
2013,22,Minnesota,1,4387
2013,22,Minnesota,2,3661
2013,22,Minnesota,3,1048
2013,22,Minnesota,4,1229
2013,22,Minnesota,5,1378
2013,22,Minnesota,6,16982
2013,22,Minnesota,7,7125
2013,22,Minnesota,8,4586
2013,22,Minnesota,10,7826
2013,22,Minnesota,11,3534
2013,22,Missouri,0,3731
2013,22,Missouri,1,4687
2013,22,Missouri,2,4478
2013,22,Missouri,3,1372
2013,22,Missouri,4,1910
2013,22,Missouri,5,1923
2013,22,Missouri,6,21089
2013,22,Missouri,7,7517
2013,22,Missouri,8,3351
2013,22,Missouri,10,7410
2013,22,Missouri,11,4231
2013,22,Nebraska,0,1219
2013,22,Nebraska,1,1623
2013,22,Nebraska,2,1296
2013,22,Nebraska,3,362
2013,22,Nebraska,4,409
2013,22,Nebraska,5,468
2013,22,Nebraska,6,5782
2013,22,Nebraska,7,2531
2013,22,Nebraska,8,1446
2013,22,Nebraska,10,2523
2013,22,Nebraska,11,1176
2013,22,North Dakota,0,482
2013,22,North Dakota,1,591
2013,22,North Dakota,2,576
2013,22,North Dakota,3,123
2013,22,North Dakota,4,157
2013,22,North Dakota,5,193
2013,22,North Dakota,6,2235
2013,22,North Dakota,7,1024
2013,22,North Dakota,8,722
2013,22,North Dakota,10,995
2013,22,North Dakota,11,337
2013,22,South Dakota,0,618
2013,22,South Dakota,1,813
2013,22,South Dakota,2,701
2013,22,South Dakota,3,172
2013,22,South Dakota,4,174
2013,22,South Dakota,5,231
2013,22,South Dakota,6,2809
2013,22,South Dakota,7,1086
2013,22,South Dakota,8,702
2013,22,South Dakota,10,1074
2013,22,South Dakota,11,360
2013,31,Delaware,0,497
2013,31,Delaware,1,600
2013,31,Delaware,2,560
2013,31,Delaware,3,194
2013,31,Delaware,4,249
2013,31,Delaware,5,233
2013,31,Delaware,6,2856
2013,31,Delaware,7,963
2013,31,Delaware,8,510
2013,31,Delaware,10,1219
2013,31,Delaware,11,886
2013,31,District of Columbia,0,333
2013,31,District of Columbia,1,395
2013,31,District of Columbia,2,266
2013,31,District of Columbia,3,111
2013,31,District of Columbia,4,132
2013,31,District of Columbia,5,189
2013,31,District of Columbia,6,1404
2013,31,District of Columbia,7,678
2013,31,District of Columbia,8,176
2013,31,District of Columbia,10,1291
2013,31,District of Columbia,11,1597
2013,31,Florida,0,10494
2013,31,Florida,1,13367
2013,31,Florida,2,12415
2013,31,Florida,3,4267
2013,31,Florida,4,5088
2013,31,Florida,5,5475
2013,31,Florida,6,59873
2013,31,Florida,7,23178
2013,31,Florida,8,14276
2013,31,Florida,10,26946
2013,31,Florida,11,15655
2013,31,Georgia,0,6220
2013,31,Georgia,1,8308
2013,31,Georgia,2,7491
2013,31,Georgia,3,2781
2013,31,Georgia,4,3194
2013,31,Georgia,5,3217
2013,31,Georgia,6,27886
2013,31,Georgia,7,12172
2013,31,Georgia,8,5006
2013,31,Georgia,10,12527
2013,31,Georgia,11,7766
2013,31,Maryland,0,3518
2013,31,Maryland,1,4513
2013,31,Maryland,2,3693
2013,31,Maryland,3,1239
2013,31,Maryland,4,1520
2013,31,Maryland,5,1543
2013,31,Maryland,6,16103
2013,31,Maryland,7,6890
2013,31,Maryland,8,2844
2013,31,Maryland,10,9183
2013,31,Maryland,11,7987
2013,31,North Carolina,0,5919
2013,31,North Carolina,1,7475
2013,31,North Carolina,2,7099
2013,31,North Carolina,3,2717
2013,31,North Carolina,4,3133
2013,31,North Carolina,5,2996
2013,31,North Carolina,6,27895
2013,31,North Carolina,7,12588
2013,31,North Carolina,8,6382
2013,31,North Carolina,10,13610
2013,31,North Carolina,11,7496
2013,31,South Carolina,0,2790
2013,31,South Carolina,1,3475
2013,31,South Carolina,2,3430
2013,31,South Carolina,3,1266
2013,31,South Carolina,4,1565
2013,31,South Carolina,5,1515
2013,31,South Carolina,6,14450
2013,31,South Carolina,7,6179
2013,31,South Carolina,8,3096
2013,31,South Carolina,10,5894
2013,31,South Carolina,11,3545
2013,31,Virginia,0,4892
2013,31,Virginia,1,6459
2013,31,Virginia,2,5891
2013,31,Virginia,3,1898
2013,31,Virginia,4,2157
2013,31,Virginia,5,2205
2013,31,Virginia,6,22082
2013,31,Virginia,7,9927
2013,31,Virginia,8,4479
2013,31,Virginia,10,13319
2013,31,Virginia,11,9735
2013,31,West Virginia,0,1066
2013,31,West Virginia,1,1199
2013,31,West Virginia,2,1398
2013,31,West Virginia,3,529
2013,31,West Virginia,4,658
2013,31,West Virginia,5,611
2013,31,West Virginia,6,7153
2013,31,West Virginia,7,2042
2013,31,West Virginia,8,920
2013,31,West Virginia,10,1636
2013,31,West Virginia,11,1056
2013,32,Alabama,0,2954
2013,32,Alabama,1,3549
2013,32,Alabama,2,3548
2013,32,Alabama,3,1473
2013,32,Alabama,4,1730
2013,32,Alabama,5,1746
2013,32,Alabama,6,15419
2013,32,Alabama,7,6284
2013,32,Alabama,8,2899
2013,32,Alabama,10,5164
2013,32,Alabama,11,3070
2013,32,Kentucky,0,2773
2013,32,Kentucky,1,3545
2013,32,Kentucky,2,4054
2013,32,Kentucky,3,1270
2013,32,Kentucky,4,1464
2013,32,Kentucky,5,1433
2013,32,Kentucky,6,14909
2013,32,Kentucky,7,5252
2013,32,Kentucky,8,2428
2013,32,Kentucky,10,4579
2013,32,Kentucky,11,3290
2013,32,Mississippi,0,1994
2013,32,Mississippi,1,2645
2013,32,Mississippi,2,2513
2013,32,Mississippi,3,877
2013,32,Mississippi,4,1107
2013,32,Mississippi,5,1216
2013,32,Mississippi,6,8930
2013,32,Mississippi,7,4085
2013,32,Mississippi,8,1844
2013,32,Mississippi,10,2807
2013,32,Mississippi,11,1630
2013,32,Tennessee,0,4091
2013,32,Tennessee,1,4891
2013,32,Tennessee,2,5039
2013,32,Tennessee,3,1674
2013,32,Tennessee,4,2117
2013,32,Tennessee,5,2090
2013,32,Tennessee,6,22028
2013,32,Tennessee,7,7971
2013,32,Tennessee,8,3184
2013,32,Tennessee,10,7620
2013,32,Tennessee,11,4443
2013,33,Arkansas,0,1832
2013,33,Arkansas,1,2412
2013,33,Arkansas,2,2314
2013,33,Arkansas,3,849
2013,33,Arkansas,4,951
2013,33,Arkansas,5,1110
2013,33,Arkansas,6,10712
2013,33,Arkansas,7,3771
2013,33,Arkansas,8,1376
2013,33,Arkansas,10,2764
2013,33,Arkansas,11,1500
2013,33,Louisiana,0,2945
2013,33,Louisiana,1,3665
2013,33,Louisiana,2,3566
2013,33,Louisiana,3,1332
2013,33,Louisiana,4,1560
2013,33,Louisiana,5,1798
2013,33,Louisiana,6,14548
2013,33,Louisiana,7,5795
2013,33,Louisiana,8,1733
2013,33,Louisiana,10,4967
2013,33,Louisiana,11,2718
2013,33,Oklahoma,0,2642
2013,33,Oklahoma,1,3275
2013,33,Oklahoma,2,2786
2013,33,Oklahoma,3,1080
2013,33,Oklahoma,4,1172
2013,33,Oklahoma,5,1414
2013,33,Oklahoma,6,12420
2013,33,Oklahoma,7,4885
2013,33,Oklahoma,8,1919
2013,33,Oklahoma,10,3773
2013,33,Oklahoma,11,1780
2013,33,Texas,0,19004
2013,33,Texas,1,24558
2013,33,Texas,2,23108
2013,33,Texas,3,7976
2013,33,Texas,4,7176
2013,33,Texas,5,7708
2013,33,Texas,6,68881
2013,33,Texas,7,32389
2013,33,Texas,8,12087
2013,33,Texas,10,33452
2013,33,Texas,11,17260
2013,41,Arizona,0,4724
2013,41,Arizona,1,5652
2013,41,Arizona,2,5423
2013,41,Arizona,3,1602
2013,41,Arizona,4,1774
2013,41,Arizona,5,2143
2013,41,Arizona,6,18263
2013,41,Arizona,7,9350
2013,41,Arizona,8,4154
2013,41,Arizona,10,8340
2013,41,Arizona,11,5107
2013,41,Colorado,0,3196
2013,41,Colorado,1,4145
2013,41,Colorado,2,3493
2013,41,Colorado,3,1067
2013,41,Colorado,4,1169
2013,41,Colorado,5,1290
2013,41,Colorado,6,12724
2013,41,Colorado,7,7020
2013,41,Colorado,8,3234
2013,41,Colorado,10,9240
2013,41,Colorado,11,5529
2013,41,Idaho,0,1104
2013,41,Idaho,1,1461
2013,41,Idaho,2,1185
2013,41,Idaho,3,370
2013,41,Idaho,4,427
2013,41,Idaho,5,478
2013,41,Idaho,6,4748
2013,41,Idaho,7,2143
2013,41,Idaho,8,1053
2013,41,Idaho,10,1913
2013,41,Idaho,11,904
2013,41,Montana,0,629
2013,41,Montana,1,734
2013,41,Montana,2,641
2013,41,Montana,3,191
2013,41,Montana,4,232
2013,41,Montana,5,285
2013,41,Montana,6,3092
2013,41,Montana,7,1543
2013,41,Montana,8,680
2013,41,Montana,10,1424
2013,41,Montana,11,662
2013,41,Nevada,0,1840
2013,41,Nevada,1,2065
2013,41,Nevada,2,1972
2013,41,Nevada,3,630
2013,41,Nevada,4,787
2013,41,Nevada,5,869
2013,41,Nevada,6,8433
2013,41,Nevada,7,3894
2013,41,Nevada,8,1607
2013,41,Nevada,10,3029
2013,41,Nevada,11,1622
2013,41,New Mexico,0,1453
2013,41,New Mexico,1,1781
2013,41,New Mexico,2,1719
2013,41,New Mexico,3,541
2013,41,New Mexico,4,580
2013,41,New Mexico,5,750
2013,41,New Mexico,6,5387
2013,41,New Mexico,7,2782
2013,41,New Mexico,8,1100
2013,41,New Mexico,10,1989
2013,41,New Mexico,11,1632
2013,41,Utah,0,2547
2013,41,Utah,1,3235
2013,41,Utah,2,2265
2013,41,Utah,3,663
2013,41,Utah,4,661
2013,41,Utah,5,813
2013,41,Utah,6,6974
2013,41,Utah,7,4038
2013,41,Utah,8,1918
2013,41,Utah,10,3892
2013,41,Utah,11,1961
2013,41,Wyoming,0,380
2013,41,Wyoming,1,532
2013,41,Wyoming,2,359
2013,41,Wyoming,3,100
2013,41,Wyoming,4,131
2013,41,Wyoming,5,139
2013,41,Wyoming,6,1756
2013,41,Wyoming,7,935
2013,41,Wyoming,8,440
2013,41,Wyoming,10,714
2013,41,Wyoming,11,342
2013,42,Alaska,0,567
2013,42,Alaska,1,696
2013,42,Alaska,2,563
2013,42,Alaska,3,170
2013,42,Alaska,4,210
2013,42,Alaska,5,268
2013,42,Alaska,6,2056
2013,42,Alaska,7,963
2013,42,Alaska,8,291
2013,42,Alaska,10,637
2013,42,Alaska,11,327
2013,42,California,0,27624
2013,42,California,1,32432
2013,42,California,2,32557
2013,42,California,3,9780
2013,42,California,4,9119
2013,42,California,5,11488
2013,42,California,6,90236
2013,42,California,7,50092
2013,42,California,8,21836
2013,42,California,10,53979
2013,42,California,11,32260
2013,42,Hawaii,0,918
2013,42,Hawaii,1,1022
2013,42,Hawaii,2,912
2013,42,Hawaii,3,265
2013,42,Hawaii,4,314
2013,42,Hawaii,5,317
2013,42,Hawaii,6,4229
2013,42,Hawaii,7,1942
2013,42,Hawaii,8,1054
2013,42,Hawaii,10,2200
2013,42,Hawaii,11,1113
2013,42,Oregon,0,2296
2013,42,Oregon,1,2872
2013,42,Oregon,2,2405
2013,42,Oregon,3,800
2013,42,Oregon,4,926
2013,42,Oregon,5,1050
2013,42,Oregon,6,11369
2013,42,Oregon,7,5799
2013,42,Oregon,8,2626
2013,42,Oregon,10,5730
2013,42,Oregon,11,3469
2013,42,Washington,0,4477
2013,42,Washington,1,5523
2013,42,Washington,2,4496
2013,42,Washington,3,1337
2013,42,Washington,4,1563
2013,42,Washington,5,1733
2013,42,Washington,6,18687
2013,42,Washington,7,9682
2013,42,Washington,8,5042
2013,42,Washington,10,10874
2013,42,Washington,11,6179
2015,11,Connecticut,0,1669
2015,11,Connecticut,1,2650
2015,11,Connecticut,2,2355
2015,11,Connecticut,3,707
2015,11,Connecticut,4,815
2015,11,Connecticut,5,929
2015,11,Connecticut,6,9700
2015,11,Connecticut,7,3972
2015,11,Connecticut,8,1949
2015,11,Connecticut,10,6218
2015,11,Connecticut,11,4823
2015,11,Maine,0,546
2015,11,Maine,1,809
2015,11,Maine,2,753
2015,11,Maine,3,269
2015,11,Maine,4,327
2015,11,Maine,5,309
2015,11,Maine,6,4509
2015,11,Maine,7,1688
2015,11,Maine,8,989
2015,11,Maine,10,1834
2015,11,Maine,11,1026
2015,11,Massachusetts,0,3577
