YEAR,REGION,STATE,OCC2010,OCC2010_COUNTS
2013,41,New Mexico,800,117
2013,41,New Mexico,810,14
2013,41,New Mexico,820,7
2013,41,New Mexico,830,1
2013,41,New Mexico,840,4
2013,41,New Mexico,850,16
2013,41,New Mexico,860,3
2013,41,New Mexico,910,10
2013,41,New Mexico,930,2
2013,41,New Mexico,940,14
2013,41,New Mexico,950,8
2013,41,New Mexico,1000,67
2013,41,New Mexico,1010,21
2013,41,New Mexico,1020,37
2013,41,New Mexico,1050,33
2013,41,New Mexico,1060,4
2013,41,New Mexico,1100,15
2013,41,New Mexico,1200,2
2013,41,New Mexico,1220,9
2013,41,New Mexico,1240,3
2013,41,New Mexico,1300,15
2013,41,New Mexico,1310,4
2013,41,New Mexico,1320,6
2013,41,New Mexico,1350,2
2013,41,New Mexico,1360,20
2013,41,New Mexico,1410,19
2013,41,New Mexico,1420,2
2013,41,New Mexico,1430,11
2013,41,New Mexico,1450,3
2013,41,New Mexico,1460,16
2013,41,New Mexico,1520,2
2013,41,New Mexico,1530,72
2013,41,New Mexico,1540,10
2013,41,New Mexico,1550,54
2013,41,New Mexico,1560,6
2013,41,New Mexico,1610,5
2013,41,New Mexico,1640,4
2013,41,New Mexico,1650,3
2013,41,New Mexico,1700,9
2013,41,New Mexico,1710,2
2013,41,New Mexico,1720,6
2013,41,New Mexico,1740,12
2013,41,New Mexico,1760,31
2013,41,New Mexico,1800,2
2013,41,New Mexico,1820,13
2013,41,New Mexico,1830,2
2013,41,New Mexico,1840,4
2013,41,New Mexico,1900,3
2013,41,New Mexico,1910,2
2013,41,New Mexico,1920,1
2013,41,New Mexico,1930,13
2013,41,New Mexico,1960,34
2013,41,New Mexico,2000,66
2013,41,New Mexico,2010,81
2013,41,New Mexico,2020,17
2013,41,New Mexico,2040,27
2013,41,New Mexico,2050,2
2013,41,New Mexico,2060,4
2013,41,New Mexico,2100,62
2013,41,New Mexico,2140,23
2013,41,New Mexico,2150,21
2013,41,New Mexico,2200,143
2013,41,New Mexico,2300,40
2013,41,New Mexico,2310,292
2013,41,New Mexico,2320,60
2013,41,New Mexico,2330,29
2013,41,New Mexico,2340,86
2013,41,New Mexico,2400,4
2013,41,New Mexico,2430,18
2013,41,New Mexico,2440,5
2013,41,New Mexico,2540,93
2013,41,New Mexico,2550,16
2013,41,New Mexico,2600,26
2013,41,New Mexico,2630,53
2013,41,New Mexico,2700,17
2013,41,New Mexico,2720,16
2013,41,New Mexico,2740,1
2013,41,New Mexico,2750,12
2013,41,New Mexico,2760,2
2013,41,New Mexico,2800,4
2013,41,New Mexico,2810,10
2013,41,New Mexico,2825,10
2013,41,New Mexico,2840,8
2013,41,New Mexico,2850,14
2013,41,New Mexico,2860,3
2013,41,New Mexico,2900,5
2013,41,New Mexico,2910,18
2013,41,New Mexico,2920,3
2013,41,New Mexico,3000,4
2013,41,New Mexico,3010,10
2013,41,New Mexico,3030,8
2013,41,New Mexico,3040,7
2013,41,New Mexico,3050,18
2013,41,New Mexico,3060,42
2013,41,New Mexico,3110,8
2013,41,New Mexico,3130,155
2013,41,New Mexico,3140,2
2013,41,New Mexico,3150,8
2013,41,New Mexico,3160,13
2013,41,New Mexico,3200,2
2013,41,New Mexico,3220,2
2013,41,New Mexico,3230,14
2013,41,New Mexico,3240,15
2013,41,New Mexico,3250,9
2013,41,New Mexico,3260,3
2013,41,New Mexico,3300,20
2013,41,New Mexico,3310,13
2013,41,New Mexico,3320,19
2013,41,New Mexico,3400,12
2013,41,New Mexico,3410,39
2013,41,New Mexico,3500,15
2013,41,New Mexico,3510,17
2013,41,New Mexico,3520,1
2013,41,New Mexico,3530,5
2013,41,New Mexico,3540,6
2013,41,New Mexico,3600,158
2013,41,New Mexico,3610,1
2013,41,New Mexico,3620,7
2013,41,New Mexico,3630,12
2013,41,New Mexico,3640,20
2013,41,New Mexico,3650,46
2013,41,New Mexico,3700,3
2013,41,New Mexico,3710,9
2013,41,New Mexico,3720,6
2013,41,New Mexico,3730,9
2013,41,New Mexico,3740,30
2013,41,New Mexico,3750,2
2013,41,New Mexico,3800,34
2013,41,New Mexico,3820,51
2013,41,New Mexico,3910,5
2013,41,New Mexico,3930,99
2013,41,New Mexico,3940,4
2013,41,New Mexico,3950,18
2013,41,New Mexico,4000,243
2013,41,New Mexico,4010,28
2013,41,New Mexico,4030,53
2013,41,New Mexico,4040,15
2013,41,New Mexico,4050,20
2013,41,New Mexico,4060,10
2013,41,New Mexico,4110,184
2013,41,New Mexico,4120,5
2013,41,New Mexico,4130,30
2013,41,New Mexico,4140,34
2013,41,New Mexico,4150,23
2013,41,New Mexico,4200,17
2013,41,New Mexico,4210,5
2013,41,New Mexico,4220,190
2013,41,New Mexico,4230,130
2013,41,New Mexico,4240,1
2013,41,New Mexico,4250,118
2013,41,New Mexico,4300,8
2013,41,New Mexico,4320,5
2013,41,New Mexico,4340,10
2013,41,New Mexico,4350,13
2013,41,New Mexico,4400,7
2013,41,New Mexico,4420,5
2013,41,New Mexico,4430,25
2013,41,New Mexico,4460,3
2013,41,New Mexico,4500,6
2013,41,New Mexico,4510,45
2013,41,New Mexico,4520,15
2013,41,New Mexico,4530,2
2013,41,New Mexico,4540,9
2013,41,New Mexico,4600,109
2013,41,New Mexico,4610,207
2013,41,New Mexico,4620,34
2013,41,New Mexico,4640,8
2013,41,New Mexico,4650,10
2013,41,New Mexico,4700,224
2013,41,New Mexico,4720,326
2013,41,New Mexico,4740,5
2013,41,New Mexico,4750,11
2013,41,New Mexico,4760,187
2013,41,New Mexico,4800,8
2013,41,New Mexico,4810,25
2013,41,New Mexico,4820,4
2013,41,New Mexico,4840,22
2013,41,New Mexico,4850,38
2013,41,New Mexico,4900,4
2013,41,New Mexico,4920,47
2013,41,New Mexico,4930,1
2013,41,New Mexico,4940,7
2013,41,New Mexico,4950,8
2013,41,New Mexico,4965,19
2013,41,New Mexico,5000,102
2013,41,New Mexico,5010,2
2013,41,New Mexico,5020,3
2013,41,New Mexico,5030,2
2013,41,New Mexico,5100,5
2013,41,New Mexico,5110,30
2013,41,New Mexico,5120,96
2013,41,New Mexico,5140,15
2013,41,New Mexico,5150,2
2013,41,New Mexico,5160,36
2013,41,New Mexico,5165,11
2013,41,New Mexico,5220,8
2013,41,New Mexico,5230,3
2013,41,New Mexico,5240,191
2013,41,New Mexico,5250,3
2013,41,New Mexico,5260,31
2013,41,New Mexico,5300,23
2013,41,New Mexico,5310,21
2013,41,New Mexico,5320,10
2013,41,New Mexico,5330,1
2013,41,New Mexico,5340,2
2013,41,New Mexico,5350,9
2013,41,New Mexico,5360,5
2013,41,New Mexico,5400,93
2013,41,New Mexico,5410,4
2013,41,New Mexico,5420,22
2013,41,New Mexico,5510,14
2013,41,New Mexico,5520,11
2013,41,New Mexico,5530,4
2013,41,New Mexico,5540,5
2013,41,New Mexico,5550,18
2013,41,New Mexico,5560,1
2013,41,New Mexico,5600,11
2013,41,New Mexico,5610,13
2013,41,New Mexico,5620,100
2013,41,New Mexico,5630,3
2013,41,New Mexico,5700,249
2013,41,New Mexico,5800,7
2013,41,New Mexico,5810,27
2013,41,New Mexico,5820,18
2013,41,New Mexico,5840,16
2013,41,New Mexico,5850,2
2013,41,New Mexico,5860,107
2013,41,New Mexico,5900,2
2013,41,New Mexico,5920,2
2013,41,New Mexico,5940,43
2013,41,New Mexico,6005,6
2013,41,New Mexico,6010,1
2013,41,New Mexico,6040,6
2013,41,New Mexico,6050,123
2013,41,New Mexico,6120,3
2013,41,New Mexico,6130,8
2013,41,New Mexico,6200,81
2013,41,New Mexico,6210,1
2013,41,New Mexico,6220,12
2013,41,New Mexico,6230,80
2013,41,New Mexico,6240,10
2013,41,New Mexico,6260,179
2013,41,New Mexico,6320,53
2013,41,New Mexico,6330,7
2013,41,New Mexico,6355,72
2013,41,New Mexico,6360,1
2013,41,New Mexico,6400,2
2013,41,New Mexico,6420,21
2013,41,New Mexico,6440,59
2013,41,New Mexico,6460,10
2013,41,New Mexico,6515,21
2013,41,New Mexico,6520,6
2013,41,New Mexico,6530,4
2013,41,New Mexico,6600,8
2013,41,New Mexico,6660,7
2013,41,New Mexico,6700,2
2013,41,New Mexico,6710,5
2013,41,New Mexico,6720,3
2013,41,New Mexico,6730,7
2013,41,New Mexico,6740,1
2013,41,New Mexico,6765,2
2013,41,New Mexico,6800,19
2013,41,New Mexico,6820,8
2013,41,New Mexico,6840,22
2013,41,New Mexico,6940,23
2013,41,New Mexico,7000,23
2013,41,New Mexico,7010,11
2013,41,New Mexico,7020,9
2013,41,New Mexico,7030,1
2013,41,New Mexico,7100,1
2013,41,New Mexico,7120,6
2013,41,New Mexico,7130,2
2013,41,New Mexico,7140,15
2013,41,New Mexico,7150,17
2013,41,New Mexico,7160,2
2013,41,New Mexico,7200,68
2013,41,New Mexico,7210,17
2013,41,New Mexico,7220,34
2013,41,New Mexico,7240,4
2013,41,New Mexico,7260,16
2013,41,New Mexico,7300,1
2013,41,New Mexico,7315,20
2013,41,New Mexico,7320,4
2013,41,New Mexico,7330,18
2013,41,New Mexico,7340,47
2013,41,New Mexico,7350,2
2013,41,New Mexico,7410,10
2013,41,New Mexico,7420,10
2013,41,New Mexico,7430,9
2013,41,New Mexico,7510,6
2013,41,New Mexico,7540,6
2013,41,New Mexico,7560,1
2013,41,New Mexico,7610,4
2013,41,New Mexico,7630,21
2013,41,New Mexico,7700,24
2013,41,New Mexico,7720,8
2013,41,New Mexico,7750,26
2013,41,New Mexico,7800,13
2013,41,New Mexico,7810,9
2013,41,New Mexico,7840,5
2013,41,New Mexico,7855,4
2013,41,New Mexico,7900,2
2013,41,New Mexico,7950,1
2013,41,New Mexico,8030,11
2013,41,New Mexico,8100,2
2013,41,New Mexico,8130,2
2013,41,New Mexico,8140,35
2013,41,New Mexico,8220,7
2013,41,New Mexico,8230,6
2013,41,New Mexico,8250,1
2013,41,New Mexico,8300,11
2013,41,New Mexico,8310,3
2013,41,New Mexico,8320,8
2013,41,New Mexico,8330,1
2013,41,New Mexico,8350,8
2013,41,New Mexico,8410,4
2013,41,New Mexico,8450,1
2013,41,New Mexico,8500,3
2013,41,New Mexico,8510,1
2013,41,New Mexico,8530,2
2013,41,New Mexico,8550,1
2013,41,New Mexico,8600,5
2013,41,New Mexico,8610,5
2013,41,New Mexico,8620,5
2013,41,New Mexico,8630,2
2013,41,New Mexico,8640,3
2013,41,New Mexico,8650,5
2013,41,New Mexico,8710,1
2013,41,New Mexico,8740,34
2013,41,New Mexico,8750,34
2013,41,New Mexico,8760,4
2013,41,New Mexico,8800,11
2013,41,New Mexico,8810,8
2013,41,New Mexico,8830,5
2013,41,New Mexico,8920,6
2013,41,New Mexico,8930,1
2013,41,New Mexico,8950,3
2013,41,New Mexico,8965,36
2013,41,New Mexico,9000,12
2013,41,New Mexico,9030,19
2013,41,New Mexico,9040,6
2013,41,New Mexico,9050,3
2013,41,New Mexico,9100,49
2013,41,New Mexico,9130,215
2013,41,New Mexico,9140,19
2013,41,New Mexico,9150,1
2013,41,New Mexico,9200,6
2013,41,New Mexico,9240,6
2013,41,New Mexico,9300,1
2013,41,New Mexico,9350,6
2013,41,New Mexico,9360,11
2013,41,New Mexico,9410,2
2013,41,New Mexico,9420,3
2013,41,New Mexico,9520,5
2013,41,New Mexico,9600,17
2013,41,New Mexico,9610,26
2013,41,New Mexico,9620,131
2013,41,New Mexico,9630,1
2013,41,New Mexico,9640,17
2013,41,New Mexico,9650,11
2013,41,New Mexico,9720,5
2013,41,New Mexico,9750,3
2013,41,New Mexico,9800,2
2013,41,New Mexico,9810,6
2013,41,New Mexico,9820,4
2013,41,New Mexico,9830,27
2013,41,New Mexico,9920,9348
2013,41,Utah,10,132
2013,41,Utah,20,85
2013,41,Utah,30,119
2013,41,Utah,100,4
2013,41,Utah,110,52
2013,41,Utah,120,117
2013,41,Utah,130,50
2013,41,Utah,140,25
2013,41,Utah,150,14
2013,41,Utah,160,30
2013,41,Utah,205,70
2013,41,Utah,220,67
2013,41,Utah,230,110
2013,41,Utah,300,16
2013,41,Utah,310,92
2013,41,Utah,330,2
2013,41,Utah,350,50
2013,41,Utah,360,1
2013,41,Utah,410,53
2013,41,Utah,420,26
2013,41,Utah,430,376
2013,41,Utah,500,5
2013,41,Utah,520,30
2013,41,Utah,530,35
2013,41,Utah,540,13
2013,41,Utah,560,27
2013,41,Utah,600,20
2013,41,Utah,620,95
2013,41,Utah,700,12
2013,41,Utah,710,66
2013,41,Utah,720,19
2013,41,Utah,730,79
2013,41,Utah,800,198
2013,41,Utah,810,9
2013,41,Utah,820,6
2013,41,Utah,830,6
2013,41,Utah,840,4
2013,41,Utah,850,20
2013,41,Utah,860,4
2013,41,Utah,900,1
2013,41,Utah,910,49
2013,41,Utah,930,25
2013,41,Utah,940,17
2013,41,Utah,950,5
2013,41,Utah,1000,130
2013,41,Utah,1010,95
2013,41,Utah,1020,132
2013,41,Utah,1050,100
2013,41,Utah,1060,21
2013,41,Utah,1100,17
2013,41,Utah,1220,11
2013,41,Utah,1240,12
2013,41,Utah,1300,18
2013,41,Utah,1310,12
2013,41,Utah,1320,20
2013,41,Utah,1350,2
2013,41,Utah,1360,32
2013,41,Utah,1400,5
2013,41,Utah,1410,22
2013,41,Utah,1420,3
2013,41,Utah,1430,23
2013,41,Utah,1450,6
2013,41,Utah,1460,19
2013,41,Utah,1520,4
2013,41,Utah,1530,60
2013,41,Utah,1540,45
2013,41,Utah,1550,62
2013,41,Utah,1560,6
2013,41,Utah,1600,3
2013,41,Utah,1610,8
2013,41,Utah,1640,6
2013,41,Utah,1650,14
2013,41,Utah,1710,3
2013,41,Utah,1720,10
2013,41,Utah,1740,14
2013,41,Utah,1760,21
2013,41,Utah,1800,3
2013,41,Utah,1820,20
2013,41,Utah,1830,3
2013,41,Utah,1840,3
2013,41,Utah,1900,1
2013,41,Utah,1910,2
2013,41,Utah,1920,3
2013,41,Utah,1960,23
2013,41,Utah,2000,99
2013,41,Utah,2010,83
2013,41,Utah,2020,13
2013,41,Utah,2040,9
2013,41,Utah,2050,14
2013,41,Utah,2060,14
2013,41,Utah,2100,80
2013,41,Utah,2140,41
2013,41,Utah,2150,25
2013,41,Utah,2200,239
2013,41,Utah,2300,56
2013,41,Utah,2310,448
2013,41,Utah,2320,81
2013,41,Utah,2330,38
2013,41,Utah,2340,215
2013,41,Utah,2400,5
2013,41,Utah,2430,24
2013,41,Utah,2440,6
2013,41,Utah,2540,160
2013,41,Utah,2550,25
2013,41,Utah,2600,32
2013,41,Utah,2630,94
2013,41,Utah,2700,16
2013,41,Utah,2720,74
2013,41,Utah,2740,2
2013,41,Utah,2750,9
2013,41,Utah,2760,4
2013,41,Utah,2800,5
2013,41,Utah,2810,28
2013,41,Utah,2825,12
2013,41,Utah,2840,9
2013,41,Utah,2850,31
2013,41,Utah,2860,22
2013,41,Utah,2900,8
2013,41,Utah,2910,21
2013,41,Utah,2920,9
2013,41,Utah,3000,9
2013,41,Utah,3010,24
2013,41,Utah,3030,7
2013,41,Utah,3040,3
2013,41,Utah,3050,24
2013,41,Utah,3060,94
2013,41,Utah,3110,13
2013,41,Utah,3120,1
2013,41,Utah,3130,241
2013,41,Utah,3140,2
2013,41,Utah,3150,8
2013,41,Utah,3160,15
2013,41,Utah,3210,2
2013,41,Utah,3220,11
2013,41,Utah,3230,16
2013,41,Utah,3240,21
2013,41,Utah,3250,5
2013,41,Utah,3300,36
2013,41,Utah,3310,24
2013,41,Utah,3320,29
2013,41,Utah,3400,8
2013,41,Utah,3410,62
2013,41,Utah,3500,28
2013,41,Utah,3510,9
2013,41,Utah,3520,8
2013,41,Utah,3530,12
2013,41,Utah,3540,7
2013,41,Utah,3600,156
2013,41,Utah,3610,1
2013,41,Utah,3620,10
2013,41,Utah,3630,28
2013,41,Utah,3640,50
2013,41,Utah,3650,88
2013,41,Utah,3700,4
2013,41,Utah,3710,11
2013,41,Utah,3720,4
2013,41,Utah,3730,7
2013,41,Utah,3740,26
2013,41,Utah,3750,1
2013,41,Utah,3800,21
2013,41,Utah,3820,62
2013,41,Utah,3900,1
2013,41,Utah,3910,9
2013,41,Utah,3930,68
2013,41,Utah,3940,10
2013,41,Utah,3950,59
2013,41,Utah,4000,255
2013,41,Utah,4010,61
2013,41,Utah,4030,125
2013,41,Utah,4040,18
2013,41,Utah,4050,51
2013,41,Utah,4060,41
2013,41,Utah,4110,177
2013,41,Utah,4120,18
2013,41,Utah,4130,34
2013,41,Utah,4140,19
2013,41,Utah,4150,27
2013,41,Utah,4200,29
2013,41,Utah,4210,18
2013,41,Utah,4220,335
2013,41,Utah,4230,114
2013,41,Utah,4240,8
2013,41,Utah,4250,143
2013,41,Utah,4300,9
2013,41,Utah,4320,6
2013,41,Utah,4340,4
2013,41,Utah,4350,24
2013,41,Utah,4400,1
2013,41,Utah,4420,8
2013,41,Utah,4430,28
2013,41,Utah,4460,2
2013,41,Utah,4500,4
2013,41,Utah,4510,84
2013,41,Utah,4520,18
2013,41,Utah,4530,4
2013,41,Utah,4540,14
2013,41,Utah,4600,155
2013,41,Utah,4610,72
2013,41,Utah,4620,35
2013,41,Utah,4640,3
2013,41,Utah,4650,11
2013,41,Utah,4700,427
2013,41,Utah,4720,398
2013,41,Utah,4740,10
2013,41,Utah,4750,15
2013,41,Utah,4760,403
2013,41,Utah,4800,16
2013,41,Utah,4810,69
2013,41,Utah,4820,30
2013,41,Utah,4830,9
2013,41,Utah,4840,109
2013,41,Utah,4850,177
2013,41,Utah,4900,26
2013,41,Utah,4920,87
2013,41,Utah,4930,3
2013,41,Utah,4940,36
2013,41,Utah,4950,29
2013,41,Utah,4965,29
2013,41,Utah,5000,163
2013,41,Utah,5010,6
2013,41,Utah,5020,9
2013,41,Utah,5030,2
2013,41,Utah,5100,24
2013,41,Utah,5110,60
2013,41,Utah,5120,138
2013,41,Utah,5140,14
2013,41,Utah,5150,1
2013,41,Utah,5160,58
2013,41,Utah,5165,9
2013,41,Utah,5220,11
2013,41,Utah,5230,8
2013,41,Utah,5240,380
2013,41,Utah,5250,11
2013,41,Utah,5260,46
2013,41,Utah,5300,18
2013,41,Utah,5310,36
2013,41,Utah,5320,13
2013,41,Utah,5330,12
2013,41,Utah,5340,2
2013,41,Utah,5350,18
2013,41,Utah,5360,7
2013,41,Utah,5400,181
2013,41,Utah,5410,44
2013,41,Utah,5420,22
2013,41,Utah,5500,2
2013,41,Utah,5510,16
2013,41,Utah,5520,35
2013,41,Utah,5530,4
2013,41,Utah,5540,18
2013,41,Utah,5550,19
2013,41,Utah,5560,12
2013,41,Utah,5600,32
2013,41,Utah,5610,52
2013,41,Utah,5620,181
2013,41,Utah,5630,9
2013,41,Utah,5700,471
2013,41,Utah,5800,15
2013,41,Utah,5810,63
2013,41,Utah,5820,44
2013,41,Utah,5840,29
2013,41,Utah,5850,10
2013,41,Utah,5860,90
2013,41,Utah,5900,9
2013,41,Utah,5910,2
2013,41,Utah,5920,2
2013,41,Utah,5940,43
2013,41,Utah,6005,5
2013,41,Utah,6040,4
2013,41,Utah,6050,84
2013,41,Utah,6120,1
2013,41,Utah,6130,3
2013,41,Utah,6200,98
2013,41,Utah,6210,1
2013,41,Utah,6220,16
2013,41,Utah,6230,100
2013,41,Utah,6240,15
2013,41,Utah,6250,15
2013,41,Utah,6260,198
2013,41,Utah,6300,1
2013,41,Utah,6320,48
2013,41,Utah,6330,8
2013,41,Utah,6355,72
2013,41,Utah,6360,4
2013,41,Utah,6400,7
2013,41,Utah,6420,39
2013,41,Utah,6440,55
2013,41,Utah,6460,5
2013,41,Utah,6515,13
2013,41,Utah,6520,14
2013,41,Utah,6530,8
2013,41,Utah,6600,1
2013,41,Utah,6660,6
2013,41,Utah,6700,2
2013,41,Utah,6710,5
2013,41,Utah,6720,4
2013,41,Utah,6730,19
2013,41,Utah,6765,11
2013,41,Utah,6800,11
2013,41,Utah,6820,5
2013,41,Utah,6830,1
2013,41,Utah,6840,31
2013,41,Utah,6940,16
2013,41,Utah,7000,31
2013,41,Utah,7010,20
2013,41,Utah,7020,14
2013,41,Utah,7030,3
2013,41,Utah,7040,4
2013,41,Utah,7100,3
2013,41,Utah,7110,2
2013,41,Utah,7120,5
2013,41,Utah,7130,8
2013,41,Utah,7140,27
2013,41,Utah,7150,10
2013,41,Utah,7160,3
2013,41,Utah,7200,67
2013,41,Utah,7210,44
2013,41,Utah,7220,41
2013,41,Utah,7240,2
2013,41,Utah,7260,15
2013,41,Utah,7300,2
2013,41,Utah,7315,30
2013,41,Utah,7320,2
2013,41,Utah,7330,33
2013,41,Utah,7340,51
2013,41,Utah,7350,1
2013,41,Utah,7360,6
2013,41,Utah,7410,20
2013,41,Utah,7420,12
2013,41,Utah,7430,12
2013,41,Utah,7540,3
2013,41,Utah,7560,3
2013,41,Utah,7610,2
2013,41,Utah,7630,27
2013,41,Utah,7700,95
2013,41,Utah,7720,8
2013,41,Utah,7730,1
2013,41,Utah,7740,6
2013,41,Utah,7750,130
2013,41,Utah,7800,30
2013,41,Utah,7810,30
2013,41,Utah,7840,11
2013,41,Utah,7850,1
2013,41,Utah,7855,8
2013,41,Utah,7900,6
2013,41,Utah,7950,12
2013,41,Utah,8030,33
2013,41,Utah,8040,3
2013,41,Utah,8100,5
2013,41,Utah,8130,1
2013,41,Utah,8140,96
2013,41,Utah,8220,22
2013,41,Utah,8230,23
2013,41,Utah,8250,7
2013,41,Utah,8300,22
2013,41,Utah,8310,3
2013,41,Utah,8320,25
2013,41,Utah,8330,1
2013,41,Utah,8350,14
2013,41,Utah,8450,3
2013,41,Utah,8460,3
2013,41,Utah,8500,9
2013,41,Utah,8510,1
2013,41,Utah,8530,1
2013,41,Utah,8540,3
2013,41,Utah,8550,4
2013,41,Utah,8600,6
2013,41,Utah,8610,6
2013,41,Utah,8620,5
2013,41,Utah,8630,7
2013,41,Utah,8640,2
2013,41,Utah,8650,10
2013,41,Utah,8710,7
2013,41,Utah,8720,9
2013,41,Utah,8730,4
2013,41,Utah,8740,91
2013,41,Utah,8750,8
2013,41,Utah,8760,19
2013,41,Utah,8800,27
2013,41,Utah,8810,12
2013,41,Utah,8830,5
2013,41,Utah,8850,1
2013,41,Utah,8910,3
2013,41,Utah,8920,5
2013,41,Utah,8930,1
2013,41,Utah,8950,9
2013,41,Utah,8965,151
2013,41,Utah,9000,26
2013,41,Utah,9030,21
2013,41,Utah,9040,4
2013,41,Utah,9050,14
2013,41,Utah,9100,59
2013,41,Utah,9130,321
2013,41,Utah,9140,10
2013,41,Utah,9150,6
2013,41,Utah,9200,10
2013,41,Utah,9240,4
2013,41,Utah,9260,3
2013,41,Utah,9300,2
2013,41,Utah,9310,2
2013,41,Utah,9350,8
2013,41,Utah,9360,15
2013,41,Utah,9410,3
2013,41,Utah,9420,3
2013,41,Utah,9510,8
2013,41,Utah,9520,7
2013,41,Utah,9560,3
2013,41,Utah,9600,47
2013,41,Utah,9610,30
2013,41,Utah,9620,229
2013,41,Utah,9630,3
2013,41,Utah,9640,37
2013,41,Utah,9650,12
2013,41,Utah,9720,6
2013,41,Utah,9750,1
2013,41,Utah,9800,1
2013,41,Utah,9810,9
2013,41,Utah,9820,5
2013,41,Utah,9830,16
2013,41,Utah,9920,12713
2013,41,Wyoming,10,17
2013,41,Wyoming,20,35
2013,41,Wyoming,30,4
2013,41,Wyoming,100,3
2013,41,Wyoming,110,1
2013,41,Wyoming,120,24
2013,41,Wyoming,130,8
2013,41,Wyoming,140,3
2013,41,Wyoming,150,5
2013,41,Wyoming,160,3
2013,41,Wyoming,205,79
2013,41,Wyoming,220,15
2013,41,Wyoming,230,27
2013,41,Wyoming,300,1
2013,41,Wyoming,310,31
2013,41,Wyoming,350,15
2013,41,Wyoming,410,21
2013,41,Wyoming,420,8
2013,41,Wyoming,430,77
2013,41,Wyoming,520,5
2013,41,Wyoming,530,3
2013,41,Wyoming,540,3
2013,41,Wyoming,560,9
2013,41,Wyoming,600,2
2013,41,Wyoming,620,15
2013,41,Wyoming,700,5
2013,41,Wyoming,710,15
2013,41,Wyoming,720,5
2013,41,Wyoming,730,8
2013,41,Wyoming,800,30
2013,41,Wyoming,810,3
2013,41,Wyoming,820,3
2013,41,Wyoming,830,2
2013,41,Wyoming,850,5
2013,41,Wyoming,910,8
2013,41,Wyoming,930,3
2013,41,Wyoming,940,3
2013,41,Wyoming,950,1
2013,41,Wyoming,1000,8
2013,41,Wyoming,1010,4
2013,41,Wyoming,1020,8
2013,41,Wyoming,1050,9
2013,41,Wyoming,1060,1
2013,41,Wyoming,1100,7
2013,41,Wyoming,1220,2
2013,41,Wyoming,1300,3
2013,41,Wyoming,1310,2
2013,41,Wyoming,1350,3
2013,41,Wyoming,1360,8
2013,41,Wyoming,1410,3
2013,41,Wyoming,1430,2
2013,41,Wyoming,1460,4
2013,41,Wyoming,1520,7
2013,41,Wyoming,1530,5
2013,41,Wyoming,1540,1
2013,41,Wyoming,1550,15
2013,41,Wyoming,1560,2
2013,41,Wyoming,1610,3
2013,41,Wyoming,1640,3
2013,41,Wyoming,1650,1
2013,41,Wyoming,1710,3
2013,41,Wyoming,1720,1
2013,41,Wyoming,1740,4
2013,41,Wyoming,1760,1
2013,41,Wyoming,1820,6
2013,41,Wyoming,1840,2
2013,41,Wyoming,1920,3
2013,41,Wyoming,1930,6
2013,41,Wyoming,1960,7
2013,41,Wyoming,2000,22
2013,41,Wyoming,2010,30
2013,41,Wyoming,2020,8
2013,41,Wyoming,2040,14
2013,41,Wyoming,2050,1
2013,41,Wyoming,2060,1
2013,41,Wyoming,2100,18
2013,41,Wyoming,2140,8
2013,41,Wyoming,2150,6
2013,41,Wyoming,2200,24
2013,41,Wyoming,2300,16
2013,41,Wyoming,2310,140
2013,41,Wyoming,2320,27
2013,41,Wyoming,2330,4
2013,41,Wyoming,2340,18
2013,41,Wyoming,2400,3
2013,41,Wyoming,2430,14
2013,41,Wyoming,2440,1
2013,41,Wyoming,2540,52
2013,41,Wyoming,2550,7
2013,41,Wyoming,2600,5
2013,41,Wyoming,2630,7
2013,41,Wyoming,2700,3
2013,41,Wyoming,2720,4
2013,41,Wyoming,2750,4
2013,41,Wyoming,2800,1
2013,41,Wyoming,2810,6
2013,41,Wyoming,2850,1
2013,41,Wyoming,2860,2
2013,41,Wyoming,2900,2
2013,41,Wyoming,3010,3
2013,41,Wyoming,3040,2
2013,41,Wyoming,3050,7
2013,41,Wyoming,3060,14
2013,41,Wyoming,3110,3
2013,41,Wyoming,3130,62
2013,41,Wyoming,3160,4
2013,41,Wyoming,3220,3
2013,41,Wyoming,3230,7
2013,41,Wyoming,3240,4
2013,41,Wyoming,3250,4
2013,41,Wyoming,3260,1
2013,41,Wyoming,3300,7
2013,41,Wyoming,3310,1
2013,41,Wyoming,3320,3
2013,41,Wyoming,3400,5
2013,41,Wyoming,3410,10
2013,41,Wyoming,3500,12
2013,41,Wyoming,3520,1
2013,41,Wyoming,3530,1
2013,41,Wyoming,3540,5
2013,41,Wyoming,3600,39
2013,41,Wyoming,3610,2
2013,41,Wyoming,3620,2
2013,41,Wyoming,3630,3
2013,41,Wyoming,3640,4
2013,41,Wyoming,3650,17
2013,41,Wyoming,3700,3
2013,41,Wyoming,3710,7
2013,41,Wyoming,3720,1
2013,41,Wyoming,3730,1
2013,41,Wyoming,3740,5
2013,41,Wyoming,3800,10
2013,41,Wyoming,3820,26
2013,41,Wyoming,3900,1
2013,41,Wyoming,3930,16
2013,41,Wyoming,3940,5
2013,41,Wyoming,3950,14
2013,41,Wyoming,4000,73
2013,41,Wyoming,4010,19
2013,41,Wyoming,4030,28
2013,41,Wyoming,4040,22
2013,41,Wyoming,4050,10
2013,41,Wyoming,4060,3
2013,41,Wyoming,4110,38
2013,41,Wyoming,4120,7
